donor_id,preferred_categories,donation_range_min,donation_range_max,location,preferred_type
D1143,Health,815,4297,Chennai,NGO
D1144,Health,764,4777,Delhi,NGO
D1145,Food,669,4689,Bangalore,Orphanage
D1146,"Health,Arts",956,3673,Kolkata,Orphanage
D1147,"Shelter,Arts",685,3043,Mumbai,NGO
D1148,"Health,Shelter",572,2738,Bangalore,NGO
D1149,Arts,889,3248,Bangalore,Orphanage
D1150,"Food,Arts",740,4211,Mumbai,NGO
D1151,Food,653,2120,Bangalore,Orphanage
D1152,Education,861,4161,Delhi,NGO
D1153,Food,798,4432,Delhi,NGO
D1154,Arts,688,2334,Chennai,Orphanage
D1155,Education,829,4392,Bangalore,Orphanage
D1156,Shelter,983,4113,Delhi,NGO
D1157,Education,983,3309,Bangalore,NGO
D1158,Health,784,4814,Delhi,Orphanage
D1159,"Health,Shelter",538,2613,Bangalore,Orphanage
D1160,Arts,691,4355,Bangalore,NGO
D1161,"Food,Shelter",929,2318,Mumbai,Orphanage
D1162,"Education,Arts",860,2073,Bangalore,NGO
D1163,"Arts,Education",590,3914,Kolkata,NGO
D1164,Food,915,4683,Kolkata,NGO
D1165,Shelter,813,3996,Chennai,Orphanage
D1166,"Arts,Health",859,2262,Chennai,Orphanage
D1167,Education,542,2838,Kolkata,Orphanage
D1168,"Shelter,Food",984,3083,Chennai,Orphanage
D1169,Health,548,2998,Delhi,NGO
D1170,Education,586,4161,Kolkata,NGO
D1171,Shelter,752,2564,Bangalore,Orphanage
D1172,"Health,Shelter",503,4825,Bangalore,Orphanage
D1173,Education,666,4354,Bangalore,NGO
D1174,Health,763,2517,Delhi,NGO
D1175,Education,817,4191,Bangalore,Orphanage
D1176,"Food,Shelter",623,2604,Chennai,Orphanage
D1177,"Arts,Food",734,3050,Mumbai,NGO
D1178,Education,586,2285,Bangalore,NGO
D1179,Arts,594,2702,Kolkata,Orphanage
D1180,Arts,656,2354,Mumbai,Orphanage
D1181,"Food,Health",819,4220,Mumbai,Orphanage
D1182,Shelter,546,3935,Chennai,NGO
D1183,"Food,Shelter",596,4409,Chennai,NGO
D1184,"Arts,Food",865,3869,Bangalore,NGO
D1185,"Food,Shelter",537,4474,Chennai,Orphanage
D1186,Shelter,665,3321,Mumbai,Orphanage
D1187,"Health,Shelter",586,3112,Mumbai,Orphanage
D1188,Shelter,629,2450,Mumbai,NGO
D1189,Education,674,2378,Delhi,NGO
D1190,"Arts,Food",581,3960,Kolkata,NGO
D1191,"Shelter,Arts",775,2890,Mumbai,NGO
D1192,"Shelter,Education",734,3078,Bangalore,Orphanage
D1193,"Food,Shelter",727,2863,Chennai,NGO
D1194,Shelter,666,2848,Kolkata,Orphanage
D1195,Health,701,2022,Kolkata,NGO
D1196,Education,785,3742,Mumbai,NGO
D1197,Health,616,2069,Mumbai,NGO
D1198,"Shelter,Arts",865,4668,Mumbai,Orphanage
D1199,"Health,Shelter",710,4816,Mumbai,NGO
D1200,"Food,Arts",600,3130,Kolkata,NGO
D1201,Health,892,3585,Mumbai,Orphanage
D1202,"Shelter,Education",848,4260,Bangalore,NGO
D1203,"Health,Shelter",694,4006,Chennai,Orphanage
D1204,"Food,Arts",588,2172,Mumbai,NGO
D1205,Education,502,2339,Bangalore,NGO
D1206,"Education,Health",715,4073,Chennai,NGO
D1207,Shelter,684,4988,Bangalore,NGO
D1208,Health,518,3469,Mumbai,Orphanage
D1209,"Health,Education",670,3076,Delhi,NGO
D1210,Shelter,800,3069,Chennai,Orphanage
D1211,"Education,Health",848,2418,Chennai,Orphanage
D1212,Arts,940,3615,Delhi,NGO
D1213,Arts,621,2982,Delhi,NGO
D1214,"Shelter,Food",852,3209,Chennai,NGO
D1215,Food,754,2037,Chennai,NGO
D1216,Food,643,2231,Delhi,NGO
D1217,"Shelter,Arts",873,4699,Chennai,Orphanage
D1218,Shelter,920,4025,Chennai,NGO
D1219,Education,594,4825,Delhi,NGO
D1220,"Health,Food",877,4207,Bangalore,Orphanage
D1221,"Food,Education",823,2536,Chennai,NGO
D1222,"Shelter,Arts",973,2113,Bangalore,Orphanage
D1223,"Health,Food",914,4071,Bangalore,NGO
D1224,"Education,Shelter",822,4252,Kolkata,NGO
D1225,"Food,Education",787,4249,Delhi,Orphanage
D1226,Education,573,4368,Kolkata,NGO
D1227,"Health,Shelter",914,4795,Delhi,NGO
D1228,"Shelter,Arts",770,4934,Delhi,NGO
D1229,"Shelter,Arts",877,2099,Mumbai,NGO
D1230,"Food,Health",854,3143,Kolkata,Orphanage
D1231,"Arts,Education",898,4655,Delhi,Orphanage
D1232,Arts,505,4932,Chennai,NGO
D1233,Food,839,3649,Kolkata,NGO
D1234,"Health,Education",907,2661,Delhi,NGO
D1235,"Food,Arts",942,2961,Mumbai,NGO
D1236,"Shelter,Health",659,3404,Chennai,NGO
D1237,Health,806,4478,Delhi,NGO
D1238,"Arts,Shelter",738,2936,Kolkata,Orphanage
D1239,"Health,Arts",867,4570,Mumbai,Orphanage
D1240,Health,814,3926,Mumbai,Orphanage
D1241,"Shelter,Health",848,3375,Delhi,NGO
D1242,Food,928,2175,Bangalore,NGO
D1243,Arts,633,3264,Mumbai,NGO
D1244,Education,565,3103,Chennai,NGO
D1245,Health,924,4909,Bangalore,NGO
D1246,"Arts,Health",734,2828,Kolkata,NGO
D1247,"Education,Health",895,4279,Delhi,NGO
D1248,"Shelter,Food",540,2978,Bangalore,NGO
D1249,"Shelter,Arts",981,4756,Kolkata,Orphanage
D1250,"Shelter,Education",547,2645,Mumbai,NGO
D1251,"Education,Health",757,3849,Delhi,NGO
D1252,Education,522,3597,Mumbai,Orphanage
D1253,Food,564,4397,Delhi,Orphanage
D1254,Food,886,2609,Mumbai,NGO
D1255,"Health,Shelter",542,3770,Chennai,Orphanage
D1256,"Shelter,Arts",761,2408,Mumbai,NGO
D1257,"Food,Health",965,4352,Bangalore,NGO
D1258,"Health,Food",688,3289,Kolkata,Orphanage
D1259,Food,696,4289,Chennai,NGO
D1260,Education,868,2817,Delhi,Orphanage
D1261,"Arts,Health",749,4049,Chennai,NGO
D1262,"Health,Shelter",729,4837,Mumbai,NGO
D1263,Food,774,3572,Delhi,Orphanage
D1264,"Health,Education",693,4579,Mumbai,NGO
D1265,Food,671,3211,Mumbai,Orphanage
D1266,"Health,Food",780,2453,Mumbai,NGO
D1267,Education,581,4035,Bangalore,NGO
D1268,"Food,Arts",751,4148,Delhi,NGO
D1269,"Education,Food",987,2499,Mumbai,NGO
D1270,"Shelter,Education",574,2071,Bangalore,Orphanage
D1271,Education,937,4139,Kolkata,NGO
D1272,Education,574,2835,Bangalore,Orphanage
D1273,Arts,646,4261,Bangalore,NGO
D1274,Arts,687,2768,Kolkata,NGO
D1275,Education,804,2397,Chennai,NGO
D1276,Shelter,750,4842,Bangalore,Orphanage
D1277,"Health,Food",500,2768,Delhi,Orphanage
D1278,"Shelter,Education",887,3071,Delhi,Orphanage
D1279,"Arts,Health",554,2739,Delhi,Orphanage
D1280,Shelter,578,4983,Kolkata,Orphanage
D1281,"Shelter,Food",910,4851,Mumbai,Orphanage
D1282,"Health,Food",530,2871,Chennai,Orphanage
D1283,"Food,Health",988,2340,Delhi,NGO
D1284,Health,773,2834,Kolkata,Orphanage
D1285,Health,621,4773,Kolkata,NGO
D1286,Arts,968,3723,Chennai,Orphanage
D1287,"Arts,Education",916,2601,Kolkata,NGO
D1288,Health,757,3769,Kolkata,NGO
D1289,Education,569,2446,Mumbai,Orphanage
D1290,"Shelter,Health",764,3670,Chennai,Orphanage
D1291,"Arts,Health",885,3947,Bangalore,NGO
D1292,Arts,870,4947,Kolkata,NGO
D1293,Shelter,734,4320,Bangalore,NGO
D1294,Food,846,4111,Delhi,NGO
D1295,Shelter,613,3552,Chennai,NGO
D1296,Food,851,3841,Kolkata,NGO
D1297,Health,615,4718,Mumbai,NGO
D1298,Education,937,2124,Chennai,NGO
D1299,"Food,Shelter",740,2727,Bangalore,Orphanage
D1300,"Arts,Education",829,4938,Kolkata,Orphanage
D1301,"Shelter,Education",537,4627,Delhi,NGO
D1302,Shelter,865,3825,Delhi,NGO
D1303,Health,661,2724,Chennai,Orphanage
D1304,"Arts,Health",719,3884,Kolkata,Orphanage
D1305,Education,837,3979,Kolkata,Orphanage
D1306,"Food,Shelter",652,2282,Kolkata,NGO
D1307,"Health,Shelter",909,3902,Mumbai,NGO
D1308,"Arts,Shelter",837,3093,Mumbai,NGO
D1309,Arts,515,2206,Chennai,NGO
D1310,"Food,Arts",1000,3382,Delhi,NGO
D1311,"Health,Food",732,3507,Delhi,NGO
D1312,"Arts,Education",896,4108,Delhi,NGO
D1313,Health,693,3653,Kolkata,Orphanage
D1314,"Education,Health",995,4992,Mumbai,Orphanage
D1315,"Education,Food",509,3692,Chennai,NGO
D1316,"Shelter,Arts",799,3686,Delhi,NGO
D1317,Shelter,689,2006,Delhi,Orphanage
D1318,Arts,766,3366,Bangalore,NGO
D1319,Education,545,2800,Mumbai,Orphanage
D1320,"Education,Shelter",878,3799,Chennai,NGO
D1321,Food,1000,4105,Delhi,NGO
D1322,"Health,Education",543,2586,Chennai,NGO
D1323,"Arts,Shelter",909,4200,Delhi,Orphanage
D1324,"Education,Health",734,4076,Kolkata,Orphanage
D1325,Health,636,4492,Mumbai,Orphanage
D1326,"Food,Health",881,3469,Kolkata,Orphanage
D1327,Health,963,4528,Mumbai,Orphanage
D1328,Food,666,4702,Delhi,Orphanage
D1329,Arts,521,2585,Delhi,Orphanage
D1330,"Education,Food",931,4196,Mumbai,Orphanage
D1331,Education,806,3945,Delhi,Orphanage
D1332,Arts,535,2342,Kolkata,Orphanage
D1333,"Shelter,Arts",588,2751,Bangalore,NGO
D1334,Health,940,3647,Chennai,Orphanage
D1335,Health,845,4725,Chennai,NGO
D1336,"Health,Education",595,2284,Mumbai,NGO
D1337,Food,580,2944,Chennai,Orphanage
D1338,"Health,Food",729,4081,Bangalore,NGO
D1339,Shelter,797,4034,Mumbai,Orphanage
D1340,Arts,650,4667,Kolkata,NGO
D1341,Education,823,4129,Delhi,Orphanage
D1342,"Food,Arts",665,3633,Kolkata,NGO
D1343,"Health,Food",789,2372,Mumbai,NGO
D1344,Shelter,556,3631,Mumbai,Orphanage
D1345,Food,569,2016,Delhi,NGO
D1346,Arts,772,2884,Bangalore,Orphanage
D1347,"Arts,Food",916,2667,Bangalore,Orphanage
D1348,Shelter,1000,3166,Kolkata,Orphanage
D1349,Health,752,3304,Kolkata,NGO
D1350,"Food,Education",802,4987,Bangalore,NGO
D1351,Shelter,679,2518,Bangalore,Orphanage
D1352,"Shelter,Food",902,2526,Bangalore,NGO
D1353,Arts,669,2757,Chennai,NGO
D1354,Health,742,3450,Mumbai,Orphanage
D1355,Arts,760,4295,Chennai,Orphanage
D1356,Arts,843,3554,Kolkata,NGO
D1357,Shelter,873,4900,Kolkata,Orphanage
D1358,"Food,Shelter",906,3916,Delhi,Orphanage
D1359,Shelter,780,4913,Delhi,Orphanage
D1360,"Education,Health",860,2748,Chennai,NGO
D1361,"Arts,Shelter",690,2034,Bangalore,NGO
D1362,"Education,Food",625,4015,Bangalore,Orphanage
D1363,"Shelter,Arts",753,2787,Mumbai,Orphanage
D1364,"Food,Shelter",692,2171,Mumbai,NGO
D1365,Food,874,2497,Chennai,NGO
D1366,Shelter,900,3440,Chennai,Orphanage
D1367,Education,619,2772,Mumbai,Orphanage
D1368,Shelter,579,3260,Chennai,Orphanage
D1369,Health,889,4224,Kolkata,NGO
D1370,Health,525,3605,Bangalore,Orphanage
D1371,Arts,906,3214,Bangalore,Orphanage
D1372,"Food,Health",616,3229,Delhi,NGO
D1373,"Food,Education",841,3900,Bangalore,Orphanage
D1374,"Food,Arts",682,4909,Delhi,Orphanage
D1375,Shelter,866,4922,Chennai,NGO
D1376,"Food,Arts",676,2703,Kolkata,NGO
D1377,Health,790,3827,Kolkata,Orphanage
D1378,"Food,Arts",614,2884,Kolkata,NGO
D1379,"Health,Education",665,2359,Mumbai,NGO
D1380,Shelter,827,2172,Bangalore,NGO
D1381,"Shelter,Arts",550,3900,Delhi,Orphanage
D1382,Arts,777,3187,Bangalore,Orphanage
D1383,"Food,Shelter",913,4741,Chennai,NGO
D1384,Health,757,4873,Delhi,Orphanage
D1385,Education,644,4682,Mumbai,Orphanage
D1386,"Health,Shelter",631,4500,Chennai,NGO
D1387,Health,690,3455,Delhi,NGO
D1388,"Health,Education",738,2097,Kolkata,NGO
D1389,"Shelter,Arts",714,2145,Chennai,Orphanage
D1390,Shelter,525,3680,Delhi,Orphanage
D1391,Education,821,2639,Mumbai,NGO
D1392,Education,621,4006,Kolkata,NGO
D1393,Shelter,894,3135,Kolkata,NGO
D1394,Food,806,2382,Bangalore,NGO
D1395,Education,723,3115,Delhi,Orphanage
D1396,Shelter,859,4016,Chennai,Orphanage
D1397,Health,712,2356,Kolkata,Orphanage
D1398,"Education,Arts",735,3662,Mumbai,NGO
D1399,"Arts,Health",528,2955,Chennai,NGO
D1400,Shelter,631,3745,Chennai,Orphanage
D1401,"Education,Arts",514,2189,Delhi,Orphanage
D1402,Shelter,639,3121,Kolkata,Orphanage
D1403,"Food,Education",681,4406,Mumbai,Orphanage
D1404,Food,663,4238,Mumbai,NGO
D1405,"Education,Food",599,4645,Bangalore,Orphanage
D1406,"Arts,Shelter",822,2421,Bangalore,NGO
D1407,"Education,Health",576,3960,Mumbai,NGO
D1408,Food,655,4970,Bangalore,Orphanage
D1409,Health,726,3380,Bangalore,NGO
D1410,"Food,Health",565,4447,Delhi,Orphanage
D1411,Arts,864,3761,Delhi,NGO
D1412,Health,580,3376,Chennai,NGO
D1413,Shelter,722,4487,Mumbai,Orphanage
D1414,Arts,679,4427,Delhi,NGO
D1415,"Education,Health",925,2298,Mumbai,Orphanage
D1416,"Education,Arts",930,4410,Delhi,Orphanage
D1417,Arts,967,4709,Chennai,NGO
D1418,Health,999,3822,Mumbai,Orphanage
D1419,"Shelter,Health",966,2415,Chennai,NGO
D1420,Health,826,3267,Bangalore,NGO
D1421,"Shelter,Food",816,4310,Bangalore,Orphanage
D1422,Arts,783,3781,Bangalore,Orphanage
D1423,"Health,Education",709,3105,Chennai,NGO
D1424,"Food,Education",985,2917,Chennai,Orphanage
D1425,"Shelter,Arts",574,4308,Mumbai,NGO
D1426,"Education,Arts",591,2064,Bangalore,NGO
D1427,"Shelter,Education",953,4610,Chennai,Orphanage
D1428,Arts,569,3632,Kolkata,NGO
D1429,"Food,Shelter",980,4416,Kolkata,Orphanage
D1430,"Health,Shelter",662,2312,Bangalore,NGO
D1431,Shelter,883,3422,Kolkata,Orphanage
D1432,"Food,Education",695,3537,Mumbai,NGO
D1433,"Health,Education",832,4542,Delhi,NGO
D1434,"Shelter,Food",542,4663,Chennai,Orphanage
D1435,"Food,Shelter",581,4461,Kolkata,NGO
D1436,Arts,617,4732,Delhi,NGO
D1437,Food,570,3016,Mumbai,NGO
D1438,Shelter,838,4969,Mumbai,NGO
D1439,"Food,Education",843,3695,Kolkata,NGO
D1440,Arts,875,2861,Mumbai,Orphanage
D1441,Arts,548,2453,Mumbai,NGO
D1442,"Shelter,Arts",772,3616,Mumbai,Orphanage
D1443,"Health,Education",568,2718,Chennai,Orphanage
D1444,Shelter,686,3811,Chennai,NGO
D1445,"Education,Health",898,3362,Bangalore,NGO
D1446,Shelter,537,2910,Bangalore,Orphanage
D1447,Health,839,4744,Mumbai,NGO
D1448,"Health,Arts",612,4416,Mumbai,NGO
D1449,"Health,Education",792,3333,Bangalore,Orphanage
D1450,"Food,Education",706,4358,Delhi,Orphanage
D1451,Food,617,4352,Mumbai,Orphanage
D1452,"Arts,Health",607,3848,Delhi,NGO
D1453,"Shelter,Health",709,3775,Kolkata,Orphanage
D1454,Shelter,595,4108,Bangalore,Orphanage
D1455,Shelter,841,2631,Kolkata,NGO
D1456,Arts,693,4716,Chennai,Orphanage
D1457,Education,515,3005,Kolkata,NGO
D1458,"Arts,Education",683,3423,Delhi,Orphanage
D1459,"Arts,Food",741,3566,Delhi,Orphanage
D1460,"Food,Arts",621,2196,Kolkata,Orphanage
D1461,Health,958,4602,Mumbai,Orphanage
D1462,"Education,Food",529,2721,Mumbai,Orphanage
D1463,Health,915,4765,Mumbai,NGO
D1464,"Food,Shelter",949,4212,Mumbai,NGO
D1465,"Arts,Shelter",833,4683,Bangalore,Orphanage
D1466,Health,799,4815,Bangalore,Orphanage
D1467,Food,621,4058,Bangalore,Orphanage
D1468,Education,679,3220,Kolkata,Orphanage
D1469,Food,676,3806,Delhi,Orphanage
D1470,Health,798,3840,Kolkata,Orphanage
D1471,Arts,698,3432,Bangalore,NGO
D1472,Education,925,3538,Bangalore,NGO
D1473,"Health,Shelter",977,2892,Mumbai,NGO
D1474,Food,769,3517,Kolkata,Orphanage
D1475,Shelter,518,2458,Delhi,NGO
D1476,"Shelter,Arts",938,3027,Chennai,NGO
D1477,"Arts,Shelter",705,3711,Mumbai,Orphanage
D1478,"Health,Food",945,4369,Kolkata,NGO
D1479,Shelter,506,2813,Delhi,Orphanage
D1480,Health,528,4197,Bangalore,NGO
D1481,Food,724,4464,Chennai,Orphanage
D1482,Food,924,3668,Mumbai,NGO
D1483,Food,629,3936,Bangalore,NGO
D1484,Health,846,4079,Kolkata,NGO
D1485,Arts,608,4812,Delhi,Orphanage
D1486,Education,911,3766,Bangalore,NGO
D1487,Shelter,971,3862,Kolkata,NGO
D1488,Arts,603,2740,Chennai,Orphanage
D1489,"Health,Education",540,4490,Kolkata,Orphanage
D1490,Arts,783,4083,Kolkata,Orphanage
D1491,"Education,Arts",898,2809,Delhi,NGO
D1492,"Health,Arts",573,3529,Mumbai,NGO
D1493,Arts,950,4575,Bangalore,Orphanage
D1494,"Health,Food",730,3814,Delhi,NGO
D1495,Health,598,2686,Delhi,NGO
D1496,Arts,624,3266,Bangalore,Orphanage
D1497,Health,599,2897,Mumbai,NGO
D1498,Food,676,4642,Bangalore,Orphanage
D1499,Shelter,966,3288,Delhi,NGO
D1500,Food,586,3234,Kolkata,NGO
D1501,Education,912,3042,Mumbai,NGO
D1502,"Health,Education",661,4427,Delhi,NGO
D1503,"Arts,Food",553,2676,Chennai,NGO
D1504,Shelter,635,2444,Chennai,Orphanage
D1505,"Education,Shelter",534,3058,Delhi,Orphanage
D1506,Food,859,4958,Bangalore,Orphanage
D1507,"Health,Food",632,3702,Chennai,NGO
D1508,Shelter,521,4015,Delhi,NGO
D1509,"Health,Arts",556,4512,Delhi,NGO
D1510,Arts,759,3879,Mumbai,NGO
D1511,"Arts,Health",891,4379,Chennai,NGO
D1512,Food,862,3938,Delhi,NGO
D1513,Education,847,4455,Chennai,Orphanage
D1514,"Health,Education",621,2807,Kolkata,NGO
D1515,Shelter,511,2730,Kolkata,NGO
D1516,"Shelter,Health",623,3783,Chennai,NGO
D1517,"Education,Food",951,3635,Delhi,NGO
D1518,"Arts,Shelter",925,2108,Delhi,NGO
D1519,Arts,882,3993,Delhi,Orphanage
D1520,Food,702,3037,Chennai,Orphanage
D1521,Health,658,2976,Mumbai,NGO
D1522,"Arts,Shelter",903,3623,Kolkata,Orphanage
D1523,Arts,852,4798,Mumbai,Orphanage
D1524,"Food,Health",752,3131,Mumbai,NGO
D1525,Food,862,4584,Bangalore,NGO
D1526,"Arts,Food",523,3857,Mumbai,NGO
D1527,"Arts,Health",966,3591,Mumbai,NGO
D1528,"Arts,Education",755,2338,Kolkata,Orphanage
D1529,Shelter,695,3577,Chennai,Orphanage
D1530,Food,776,3996,Bangalore,Orphanage
D1531,"Arts,Education",762,4120,Chennai,Orphanage
D1532,Food,725,2628,Chennai,NGO
D1533,Health,734,3204,Mumbai,NGO
D1534,Education,875,2674,Delhi,NGO
D1535,Education,810,2670,Bangalore,NGO
D1536,"Food,Arts",880,4323,Chennai,NGO
D1537,Arts,659,4259,Bangalore,NGO
D1538,"Shelter,Food",641,4141,Delhi,NGO
D1539,"Shelter,Food",933,4908,Chennai,NGO
D1540,Education,886,3439,Delhi,Orphanage
D1541,Arts,787,2756,Mumbai,NGO
D1542,"Health,Shelter",625,3780,Chennai,NGO
D1543,Education,904,2203,Delhi,NGO
D1544,Shelter,634,2810,Mumbai,Orphanage
D1545,"Shelter,Education",556,4780,Kolkata,NGO
D1546,"Health,Food",801,3452,Chennai,Orphanage
D1547,"Shelter,Food",625,3418,Delhi,Orphanage
D1548,Health,970,2403,Mumbai,Orphanage
D1549,Shelter,680,2147,Delhi,NGO
D1550,"Shelter,Health",548,4932,Mumbai,Orphanage
D1551,Shelter,704,3188,Kolkata,Orphanage
D1552,Education,545,3155,Mumbai,NGO
D1553,"Food,Arts",788,4296,Bangalore,Orphanage
D1554,"Arts,Food",778,3814,Chennai,Orphanage
D1555,Shelter,613,4996,Mumbai,Orphanage
D1556,Arts,540,2659,Kolkata,Orphanage
D1557,"Education,Arts",848,2004,Kolkata,NGO
D1558,Health,835,2185,Kolkata,Orphanage
D1559,Shelter,709,2673,Kolkata,NGO
D1560,"Shelter,Education",592,2469,Bangalore,NGO
D1561,Shelter,531,3061,Chennai,NGO
D1562,"Arts,Health",737,4844,Chennai,NGO
D1563,Education,565,3942,Mumbai,Orphanage
D1564,Education,539,3757,Chennai,Orphanage
D1565,"Education,Health",712,2594,Delhi,Orphanage
D1566,Food,765,2921,Chennai,NGO
D1567,"Education,Food",999,3241,Delhi,NGO
D1568,"Arts,Health",811,3553,Kolkata,Orphanage
D1569,Education,663,3885,Chennai,NGO
D1570,Health,926,3899,Delhi,Orphanage
D1571,"Shelter,Arts",766,4682,Bangalore,NGO
D1572,"Food,Arts",618,4963,Mumbai,Orphanage
D1573,"Arts,Education",842,3426,Kolkata,NGO
D1574,Shelter,566,2915,Chennai,NGO
D1575,Food,580,4737,Chennai,NGO
D1576,"Education,Health",544,2599,Kolkata,NGO
D1577,"Shelter,Health",790,4989,Bangalore,Orphanage
D1578,"Arts,Shelter",790,4959,Kolkata,Orphanage
D1579,Education,583,2754,Delhi,NGO
D1580,Education,928,4008,Mumbai,NGO
D1581,Food,655,4780,Delhi,Orphanage
D1582,"Arts,Food",559,2179,Mumbai,NGO
D1583,Shelter,604,4729,Mumbai,NGO
D1584,Education,947,4933,Kolkata,Orphanage
D1585,"Food,Education",826,2800,Kolkata,NGO
D1586,Food,772,4806,Bangalore,Orphanage
D1587,"Health,Shelter",736,4045,Kolkata,NGO
D1588,"Health,Arts",697,4550,Bangalore,NGO
D1589,"Health,Arts",824,4987,Kolkata,NGO
D1590,Food,602,2452,Bangalore,Orphanage
D1591,Health,606,2274,Mumbai,Orphanage
D1592,Shelter,551,3176,Bangalore,Orphanage
D1593,Food,708,4169,Bangalore,Orphanage
D1594,Arts,994,2938,Mumbai,Orphanage
D1595,Education,951,4421,Delhi,Orphanage
D1596,Shelter,691,4979,Kolkata,Orphanage
D1597,"Health,Food",740,3021,Chennai,NGO
D1598,Food,548,2956,Bangalore,NGO
D1599,"Education,Health",641,2918,Mumbai,Orphanage
D1600,"Health,Arts",571,2804,Mumbai,NGO
D1601,Education,856,2399,Mumbai,Orphanage
D1602,"Food,Shelter",584,3035,Chennai,NGO
D1603,Health,738,4227,Mumbai,Orphanage
D1604,"Shelter,Health",640,4231,Mumbai,Orphanage
D1605,Education,893,4944,Delhi,Orphanage
D1606,"Food,Health",654,4345,Bangalore,NGO
D1607,Health,805,2233,Bangalore,NGO
D1608,Shelter,619,2133,Kolkata,Orphanage
D1609,Food,867,4177,Mumbai,Orphanage
D1610,Arts,870,2367,Delhi,NGO
D1611,"Arts,Education",619,3459,Bangalore,Orphanage
D1612,Shelter,790,2640,Kolkata,NGO
D1613,"Education,Arts",683,2107,Chennai,NGO
D1614,Food,692,3585,Delhi,Orphanage
D1615,"Education,Food",688,3283,Chennai,Orphanage
D1616,"Health,Education",960,3790,Delhi,Orphanage
D1617,"Education,Food",978,2530,Chennai,Orphanage
D1618,Education,694,3811,Mumbai,Orphanage
D1619,Food,991,2173,Kolkata,NGO
D1620,"Education,Food",680,2424,Chennai,NGO
D1621,Shelter,948,2273,Delhi,Orphanage
D1622,"Arts,Education",996,3394,Delhi,NGO
D1623,Arts,796,4873,Delhi,Orphanage
D1624,"Arts,Shelter",523,3859,Bangalore,NGO
D1625,Health,525,2200,Kolkata,Orphanage
D1626,Education,585,4952,Delhi,Orphanage
D1627,"Health,Food",978,2971,Chennai,NGO
D1628,Food,621,2013,Chennai,NGO
D1629,"Food,Shelter",822,3100,Bangalore,NGO
D1630,Shelter,616,3039,Mumbai,NGO
D1631,Arts,594,2711,Delhi,NGO
D1632,"Shelter,Health",953,2475,Mumbai,NGO
D1633,"Health,Shelter",989,3462,Delhi,Orphanage
D1634,"Shelter,Arts",625,2643,Chennai,NGO
D1635,Education,743,4610,Delhi,Orphanage
D1636,Education,542,2458,Delhi,Orphanage
D1637,"Education,Arts",970,4796,Chennai,Orphanage
D1638,"Shelter,Education",858,4388,Bangalore,Orphanage
D1639,"Education,Shelter",897,3608,Chennai,NGO
D1640,"Health,Shelter",999,4013,Delhi,NGO
D1641,"Food,Arts",734,4954,Delhi,Orphanage
D1642,Arts,616,4497,Kolkata,NGO
D1643,"Education,Arts",690,4927,Mumbai,Orphanage
D1644,Education,581,2172,Bangalore,Orphanage
D1645,"Food,Arts",524,3040,Chennai,Orphanage
D1646,"Education,Shelter",959,2995,Chennai,NGO
D1647,"Shelter,Arts",553,4345,Chennai,Orphanage
D1648,"Education,Shelter",735,3977,Kolkata,NGO
D1649,"Food,Arts",953,4827,Delhi,Orphanage
D1650,"Shelter,Arts",948,2664,Kolkata,NGO
D1651,"Health,Food",757,4687,Mumbai,NGO
D1652,Education,916,4262,Bangalore,NGO
D1653,"Food,Education",526,3482,Bangalore,Orphanage
D1654,"Food,Health",743,3077,Mumbai,Orphanage
D1655,"Arts,Food",701,4066,Chennai,NGO
D1656,"Shelter,Health",556,3609,Mumbai,Orphanage
D1657,"Education,Food",519,2663,Kolkata,NGO
D1658,"Health,Food",708,2631,Chennai,Orphanage
D1659,Shelter,542,2321,Chennai,NGO
D1660,Education,573,4678,Bangalore,Orphanage
D1661,Food,625,4908,Kolkata,NGO
D1662,Arts,786,4402,Mumbai,NGO
D1663,"Arts,Shelter",994,4371,Bangalore,NGO
D1664,Shelter,722,4562,Kolkata,NGO
D1665,"Food,Shelter",748,3488,Mumbai,Orphanage
D1666,Health,552,4740,Mumbai,Orphanage
D1667,Health,564,3164,Chennai,Orphanage
D1668,"Food,Shelter",730,3900,Chennai,Orphanage
D1669,Education,626,2764,Chennai,Orphanage
D1670,"Arts,Health",993,3005,Chennai,Orphanage
D1671,"Education,Shelter",558,2405,Kolkata,Orphanage
D1672,Food,878,4090,Mumbai,NGO
D1673,"Education,Food",532,4685,Mumbai,NGO
D1674,Education,854,3454,Delhi,NGO
D1675,"Health,Education",804,3034,Mumbai,Orphanage
D1676,Arts,707,2213,Mumbai,NGO
D1677,"Arts,Shelter",813,4676,Mumbai,Orphanage
D1678,"Shelter,Food",596,4829,Bangalore,NGO
D1679,Health,981,4938,Mumbai,Orphanage
D1680,"Food,Health",999,2605,Chennai,Orphanage
D1681,Education,957,3064,Chennai,NGO
D1682,"Shelter,Education",630,2953,Mumbai,Orphanage
D1683,Education,812,2646,Bangalore,NGO
D1684,"Food,Shelter",945,4848,Chennai,NGO
D1685,Arts,803,4665,Bangalore,Orphanage
D1686,Education,887,2134,Kolkata,NGO
D1687,"Education,Food",687,2680,Kolkata,Orphanage
D1688,"Food,Arts",502,4783,Bangalore,NGO
D1689,"Shelter,Food",577,2678,Chennai,Orphanage
D1690,Arts,836,3980,Kolkata,Orphanage
D1691,"Shelter,Arts",697,2533,Bangalore,Orphanage
D1692,Shelter,896,4924,Delhi,Orphanage
